user_id,email,phone,country,channel,signup_date,last_active,revenue
U038,user038@mail.com,+22892077581,, whatsapp ,02/01/2026,2026-01-25 18:44:01,1901.91
U039,user039@mail.com,+22891098919,, whatsapp ,2026-01-18 23:47:34,29/01/2026,1944.29
U040,user040@mail.com,+22897783308,Ghana,,2026-01-18 00:58:25,22/01/2026,908.65
U041,user041@mail.com,+22895364698,BENIN,WhatsApp,13/01/2026,2026-01-27 02:30:01,
U042,user042@mail.com,,  togo,Facebook,2026-01-08 06:53:01,08/01/2026,2325.17
U043,user043@mail.com,+22895299055,,,2026-01-04 05:19:06,2026-01-30 09:36:43,4707.35
U044,user044@mail.com,+22894327421,Ghana,Facebook,10/01/2026,19/01/2026,2529.8
U045,,+22896724909,,Facebook,2026-01-14 11:40:57,2026-01-23 04:27:11,1350.41
U046,user046@mail.com,+22899111742,,WhatsApp,11/01/2026,29/01/2026,1894.95
U047,user047@mail.com,+22891481506,,facebook,2026-01-12 08:21:17,2026-01-23 08:35:00,1206.78
U048,user048@mail.com,+22897818732,,,16/01/2026,08/01/2026,2366.3
U049,user049@mail.com,+22899907391,,WhatsApp,12/01/2026,08/01/2026,4754.39
U050,user050@mail.com,+22894106298,BENIN,,2026-01-19 16:38:18,27/01/2026,3540.09
U051,user051@mail.com,+22893123709,,WhatsApp,05/01/2026,28/01/2026,921.82
U052,user052@mail.com,+22891861958,  togo,Facebook,2026-01-13 15:04:36,2026-01-02 04:09:51,4969.59
U053,user053@mail.com,+22892987287,,,2026-01-08 16:24:28,2026-01-10 18:27:19,
U054,user054@mail.com,+22892664863,Ghana,WhatsApp,2026-01-03 05:15:11,2026-01-06 00:26:28,163.2
U055,user055@mail.com,+22895833597,,Facebook,2026-01-08 08:50:50,2026-01-22 06:27:07,4542.06
U056,user056@mail.com,+22893386328,BENIN,,19/01/2026,2026-01-10 22:25:17,402.21
U057,user057@mail.com,+22891668752,,WhatsApp,2026-01-01 02:14:43,2026-01-19 18:01:48,201.16
U058,user058@mail.com,+22893939212,BENIN,facebook,19/01/2026,03/01/2026,4288.67
U059,user059@mail.com,+22896533187,,,02/01/2026,2026-01-04 12:55:32,
U060,user060@mail.com,+22898750676,BENIN,,16/01/2026,09/01/2026,2423.56
U061,user061@mail.com,+22891484348,Ghana,,2026-01-06 09:35:00,03/01/2026,3238.55
U062,user062@mail.com,+22893583206,,,2026-01-09 13:53:30,08/01/2026,2541.2
U063,user063@mail.com,+22893290229,,WhatsApp,17/01/2026,10/01/2026,
U064,user064@mail.com,+22899125900,, whatsapp ,2026-01-15 10:55:12,2026-01-08 18:24:14,1590.88
U065,user065@mail.com,+22898935224,,,21/01/2026,31/01/2026,498.56
U066,,+22898665981,Ghana,Facebook,2026-01-16 08:21:39,2026-01-21 02:54:21,1900.05
U067,user067@mail.com,+22896312692,,,2026-01-02 19:04:15,30/01/2026,3801.85
U068,user068@mail.com,+22892686231,  togo,Facebook,11/01/2026,2026-01-05 07:33:26,849.92
U069,user069@mail.com,+22892324869,Ghana, whatsapp ,2026-01-19 04:14:29,2026-01-15 08:42:00,1438.16
U070,user070@mail.com,+22893650391,,WhatsApp,21/01/2026,10/01/2026,2859.61
U071,user071@mail.com,+22895963914,,WhatsApp,2026-01-01 18:55:43,2026-01-02 19:47:31,3878.7
U072,user072@mail.com,+22894860745,Ghana,,2026-01-09 21:48:46,2026-01-22 04:40:06,1544.66
U073,,+22898395785,Ghana,Facebook,10/01/2026,2026-01-05 17:56:23,4152.36
U074,user074@mail.com,+22895311242,BENIN,,11/01/2026,2026-01-31 07:55:43,4836.35
U075,user075@mail.com,+22897136687,BENIN,,2026-01-04 14:23:43,2026-01-09 18:24:52,3374.18
U076,,+22898910069,,WhatsApp,2026-01-20 07:41:04,15/01/2026,
U077,user077@mail.com,+22891624315,  togo,facebook,18/01/2026,31/01/2026,772.61
U078,user078@mail.com,+22897960607,, whatsapp ,09/01/2026,15/01/2026,2722.33
U079,user079@mail.com,+22897017548,  togo, whatsapp ,2026-01-03 21:13:41,01/01/2026,
U080,user080@mail.com,+22894442778,Ghana,,07/01/2026,2026-01-29 19:00:17,
U081,user081@mail.com,+22893180906,  togo,,2026-01-01 04:00:22,08/01/2026,
U082,user082@mail.com,+22898062546,, whatsapp ,12/01/2026,2026-01-08 19:02:46,2607.26
U083,user083@mail.com,,, whatsapp ,2026-01-14 21:06:31,15/01/2026,
U084,user084@mail.com,+22893117143,,,11/01/2026,2026-01-17 19:27:06,
U085,user085@mail.com,+22894607488,,WhatsApp,15/01/2026,14/01/2026,
U086,user086@mail.com,+22898956894,  togo, whatsapp ,2026-01-04 23:47:23,2026-01-18 01:37:35,2054.04
U087,user087@mail.com,+22898095702,BENIN,,2026-01-10 11:06:36,2026-01-05 21:30:14,2781.33
U088,user088@mail.com,+22892927455,,,2026-01-20 19:43:41,20/01/2026,3513.49
U089,user089@mail.com,+22896183902,Ghana,facebook,19/01/2026,2026-01-21 00:05:47,2268.23
U090,user090@mail.com,+22893640889,,,2026-01-03 01:09:10,02/01/2026,3035.38
U091,user091@mail.com,+22897948850,  togo,WhatsApp,2026-01-14 03:18:43,16/01/2026,2996.62
U092,user092@mail.com,+22891128967,Ghana,WhatsApp,10/01/2026,2026-01-14 05:08:24,2793.62
U093,user093@mail.com,+22896941939,  togo, whatsapp ,2026-01-01 14:58:04,2026-01-19 13:36:25,575.87
U094,user094@mail.com,+22891349914,, whatsapp ,12/01/2026,14/01/2026,3729.02
U095,user095@mail.com,+22894717362,,,2026-01-04 16:32:12,2026-01-12 11:46:52,
U096,user096@mail.com,+22892724773,,facebook,2026-01-21 02:11:49,15/01/2026,2822.46
U097,user097@mail.com,+22896422534,Ghana, whatsapp ,03/01/2026,2026-01-09 18:03:22,2259.57
U098,user098@mail.com,+22891954456,  togo,,2026-01-20 16:24:29,31/01/2026,3259.19
U099,user099@mail.com,+22896394323,  togo, whatsapp ,2026-01-04 10:45:05,06/01/2026,2613.74
U100,user100@mail.com,+22893663319,, whatsapp ,2026-01-11 21:38:03,21/01/2026,1420.73
U101,user101@mail.com,+22893522845,Ghana,WhatsApp,10/01/2026,2026-01-20 22:05:19,1642.38
U102,user102@mail.com,+22893144023,,Facebook,21/01/2026,12/01/2026,960.03
U103,user103@mail.com,+22893307963,  togo,,18/01/2026,11/01/2026,
U104,user104@mail.com,,BENIN,,2026-01-08 14:39:18,26/01/2026,3921.85
U105,user105@mail.com,+22894255051,, whatsapp ,10/01/2026,06/01/2026,3205.9
U106,user106@mail.com,+22897227905,,Facebook,10/01/2026,29/01/2026,1110.19
U107,user107@mail.com,+22898568671,,Facebook,13/01/2026,03/01/2026,
U108,user108@mail.com,+22896625238,BENIN, whatsapp ,2026-01-05 22:30:28,29/01/2026,
U109,user109@mail.com,+22899854536,Ghana,WhatsApp,2026-01-04 01:15:26,2026-01-20 14:04:07,2680.27
U110,user110@mail.com,+22899646569,BENIN, whatsapp ,2026-01-01 19:22:15,2026-01-06 21:42:05,4767.02
U111,user111@mail.com,+22899511546,  togo, whatsapp ,2026-01-16 01:40:24,2026-01-09 23:01:22,3664.71
U112,user112@mail.com,+22892739191,BENIN,facebook,2026-01-02 11:34:21,06/01/2026,674.26
U113,,+22898678589,Ghana,Facebook,2026-01-11 09:32:25,2026-01-18 15:16:02,1784.87
U114,user114@mail.com,+22891802018,  togo,WhatsApp,2026-01-14 12:47:28,2026-01-13 10:11:31,3986.45
U115,user115@mail.com,+22895474830,  togo, whatsapp ,20/01/2026,03/01/2026,2130.58
U116,user116@mail.com,,BENIN,,2026-01-14 08:40:50,03/01/2026,3397.05
U117,user117@mail.com,+22891522452,,Facebook,2026-01-05 02:15:49,2026-01-12 12:36:02,4744.12
U118,user118@mail.com,,Ghana,,12/01/2026,31/01/2026,4567.71
U119,user119@mail.com,+22892975701,,facebook,2026-01-20 09:44:58,07/01/2026,
U120,user120@mail.com,+22898467726,BENIN,,2026-01-12 22:04:35,2026-01-29 09:54:10,3188.5
U121,user121@mail.com,+22897064832,Ghana,facebook,2026-01-08 15:01:23,12/01/2026,328.74
U122,user122@mail.com,+22897680015,, whatsapp ,2026-01-14 18:04:08,2026-01-21 02:28:29,4389.8
U123,user123@mail.com,+22894052834,,Facebook,04/01/2026,2026-01-11 22:14:22,1420.24
U124,user124@mail.com,+22892323049,,WhatsApp,2026-01-05 20:19:39,2026-01-17 20:10:37,
U125,user125@mail.com,+22896664316,  togo,Facebook,02/01/2026,2026-01-07 18:26:39,3135.82
U126,user126@mail.com,+22895859883,Ghana,,2026-01-13 09:29:04,06/01/2026,718.34
U127,user127@mail.com,+22896357240,,facebook,12/01/2026,15/01/2026,
U128,user128@mail.com,+22895868949,,facebook,2026-01-06 10:59:36,07/01/2026,2486.85
U129,user129@mail.com,+22892510773,Ghana,facebook,19/01/2026,20/01/2026,
U130,user130@mail.com,+22892803501,BENIN, whatsapp ,2026-01-12 01:25:03,07/01/2026,3822.02
U131,user131@mail.com,+22895692934,,Facebook,2026-01-05 03:25:23,11/01/2026,2006.94
U132,,+22891675365,BENIN, whatsapp ,2026-01-17 14:09:38,05/01/2026,3082.5
U133,user133@mail.com,+22896020319,,,16/01/2026,01/01/2026,1538.39
U134,user134@mail.com,+22891447065,,,08/01/2026,2026-01-17 20:46:39,4108.31
U135,,+22895063384,  togo,facebook,01/01/2026,2026-01-23 06:26:32,4364.09
U136,user136@mail.com,+22892044906,,WhatsApp,2026-01-16 16:24:20,15/01/2026,3604.62
U137,user137@mail.com,+22895435261,Ghana,WhatsApp,2026-01-18 09:14:19,23/01/2026,2802.44
U138,user138@mail.com,+22895587856,, whatsapp ,13/01/2026,02/01/2026,1282.22
U139,user139@mail.com,+22899037616,BENIN,,2026-01-09 04:06:39,2026-01-08 07:03:42,1164.18
U140,user140@mail.com,+22892681042,  togo,,05/01/2026,21/01/2026,1605.84
U141,user141@mail.com,+22891992583,,facebook,2026-01-18 23:46:54,2026-01-30 05:26:56,181.7
U142,user142@mail.com,+22897660463,BENIN,Facebook,01/01/2026,2026-01-11 09:29:41,4692.8
U143,user143@mail.com,+22899459284,  togo,WhatsApp,06/01/2026,2026-01-06 00:47:21,3786.41
U144,user144@mail.com,+22893944316,, whatsapp ,2026-01-17 10:05:25,2026-01-06 04:30:20,
U145,user145@mail.com,+22897435310,BENIN,WhatsApp,19/01/2026,2026-01-12 22:15:03,798.58
U146,user146@mail.com,+22899430894,BENIN,,04/01/2026,08/01/2026,3028.69
U147,user147@mail.com,+22897976731,,,2026-01-07 07:43:48,2026-01-26 02:33:28,4586.22
U148,user148@mail.com,+22892882551,,facebook,19/01/2026,17/01/2026,454.71
U149,user149@mail.com,,Ghana,,2026-01-14 14:36:03,22/01/2026,3729.02
U150,,+22892225232,  togo,,02/01/2026,2026-01-14 05:49:08,3229.4
U151,user151@mail.com,+22898052503,, whatsapp ,2026-01-13 02:43:42,05/01/2026,1965.29
U152,user152@mail.com,+22893136529,  togo,Facebook,2026-01-10 14:43:46,18/01/2026,1378.25
U153,,+22892893218,,Facebook,2026-01-08 06:04:06,2026-01-15 19:43:45,221.18
U154,user154@mail.com,+22898364573,  togo,facebook,2026-01-17 09:14:52,2026-01-19 10:36:38,1184.52
U155,user155@mail.com,+22893403511,,WhatsApp,2026-01-09 01:35:37,30/01/2026,4861.45
U156,user156@mail.com,+22897394713,, whatsapp ,2026-01-05 09:24:11,16/01/2026,4028.88
U157,user157@mail.com,+22891966769,,,05/01/2026,2026-01-21 02:59:28,
U158,user158@mail.com,+22894195751,,,2026-01-02 02:12:51,24/01/2026,1664.82
U159,user159@mail.com,+22891257256,  togo,,2026-01-16 07:44:38,2026-01-13 07:35:20,2668.25
U160,user160@mail.com,+22897027375,, whatsapp ,2026-01-04 23:30:48,30/01/2026,1106.37
U161,,+22893448176,,,14/01/2026,13/01/2026,3424.23
U162,user162@mail.com,+22895317226,, whatsapp ,06/01/2026,2026-01-24 17:31:11,3209.05
U163,user163@mail.com,+22891985360,  togo,,2026-01-02 00:26:08,08/01/2026,1866.0
U164,user164@mail.com,,,,2026-01-14 00:01:33,2026-01-18 09:01:32,4030.84
U165,user165@mail.com,+22894007598,Ghana,facebook,2026-01-07 19:33:16,2026-01-09 12:05:23,1216.04
U166,user166@mail.com,+22894789255,  togo,,21/01/2026,18/01/2026,
U167,user167@mail.com,+22899386232,BENIN,,04/01/2026,29/01/2026,
U168,user168@mail.com,+22892247353,,,02/01/2026,2026-01-31 06:37:09,1991.48
U169,user169@mail.com,+22892290796,, whatsapp ,2026-01-18 10:24:48,2026-01-26 22:46:05,268.48
U170,user170@mail.com,,,,20/01/2026,09/01/2026,2159.24
U171,user171@mail.com,+22897376562,Ghana,,03/01/2026,26/01/2026,457.6
U172,user172@mail.com,+22896171869,  togo,facebook,2026-01-03 05:27:28,17/01/2026,2984.62
U173,user173@mail.com,,, whatsapp ,2026-01-03 23:57:35,2026-01-08 18:33:10,
U174,user174@mail.com,+22895511711,  togo,facebook,14/01/2026,2026-01-03 11:16:15,3083.34
U175,user175@mail.com,+22898681643,,WhatsApp,20/01/2026,2026-01-11 13:52:52,680.62
U176,user176@mail.com,+22896379868,,WhatsApp,2026-01-06 12:20:18,21/01/2026,4082.47
U177,user177@mail.com,+22897592357,Ghana,,2026-01-18 05:43:49,31/01/2026,4156.41
U178,user178@mail.com,+22892160289,,,16/01/2026,2026-01-22 04:45:27,
U179,user179@mail.com,+22899040224,,,2026-01-02 11:44:57,20/01/2026,3323.47
U180,user180@mail.com,,,WhatsApp,14/01/2026,2026-01-17 23:33:35,2228.89
U181,user181@mail.com,+22897562142,,facebook,12/01/2026,2026-01-30 02:07:53,
U182,user182@mail.com,+22896232651,, whatsapp ,2026-01-12 15:06:28,15/01/2026,112.93
U183,user183@mail.com,+22896755892,Ghana,,08/01/2026,2026-01-18 13:29:14,931.93
U184,user184@mail.com,+22898250013,Ghana, whatsapp ,2026-01-19 13:24:00,2026-01-07 08:48:45,
U185,user185@mail.com,+22892707116,BENIN,WhatsApp,2026-01-07 14:07:16,2026-01-16 16:40:20,2935.02
U186,user186@mail.com,+22896837206,Ghana,,2026-01-10 19:37:05,11/01/2026,706.79
U187,user187@mail.com,+22897517332,, whatsapp ,2026-01-06 15:40:34,21/01/2026,
U188,user188@mail.com,+22896277776,BENIN,Facebook,16/01/2026,18/01/2026,3550.71
U189,user189@mail.com,+22898446596,  togo,facebook,2026-01-10 01:17:14,2026-01-06 14:36:47,2554.03
U190,user190@mail.com,+22892916069,BENIN,,02/01/2026,2026-01-14 03:47:53,4374.05
U191,user191@mail.com,+22891540736,  togo, whatsapp ,2026-01-04 07:13:51,2026-01-23 11:55:45,3080.76
U192,user192@mail.com,+22894466502,,WhatsApp,18/01/2026,23/01/2026,4927.44
U193,user193@mail.com,+22892597613,,Facebook,2026-01-09 20:08:44,2026-01-08 04:45:20,3381.17
U194,user194@mail.com,+22899211754,, whatsapp ,2026-01-15 02:40:50,03/01/2026,1845.36
U195,user195@mail.com,,  togo,,15/01/2026,2026-01-03 17:25:13,2473.57
U196,user196@mail.com,+22896416778,,facebook,2026-01-19 15:50:21,2026-01-25 01:02:06,81.41
U197,user197@mail.com,,,facebook,2026-01-05 20:19:10,29/01/2026,
U198,user198@mail.com,+22893777050,Ghana, whatsapp ,21/01/2026,16/01/2026,46.43
U199,user199@mail.com,+22896764217,,,05/01/2026,24/01/2026,1913.61
U200,user200@mail.com,+22893233823,  togo,,19/01/2026,2026-01-12 23:13:40,3080.38
U201,user201@mail.com,+22898421969,  togo,facebook,04/01/2026,14/01/2026,1240.84
U202,user202@mail.com,+22895780177,BENIN,facebook,2026-01-17 19:32:12,2026-01-10 20:03:50,2474.44
U203,user203@mail.com,+22892891524,  togo,,01/01/2026,2026-01-28 18:26:23,
U204,user204@mail.com,+22898902314,  togo,,03/01/2026,2026-01-02 12:32:18,2077.16
U205,user205@mail.com,+22897749095,,facebook,2026-01-09 02:19:05,07/01/2026,4172.63
U206,user206@mail.com,+22892109227,Ghana,Facebook,08/01/2026,2026-01-20 19:03:19,878.23
U207,user207@mail.com,+22891212482,Ghana, whatsapp ,2026-01-12 16:33:50,2026-01-09 05:23:08,3664.68
U208,user208@mail.com,,,WhatsApp,2026-01-17 02:16:45,2026-01-21 02:31:29,
U209,user209@mail.com,+22893799805,  togo,,04/01/2026,28/01/2026,750.42
U210,user210@mail.com,+22891593302,,facebook,2026-01-11 07:26:58,09/01/2026,263.36
U211,user211@mail.com,+22894744423,,Facebook,15/01/2026,03/01/2026,3922.54
U212,user212@mail.com,+22895069884,,facebook,2026-01-18 07:09:00,2026-01-01 07:34:22,47.97
U213,,+22896620658,BENIN,Facebook,07/01/2026,02/01/2026,4486.44
U214,user214@mail.com,+22899720112,,,03/01/2026,2026-01-27 12:04:37,4821.09
U215,user215@mail.com,+22894972370,,,11/01/2026,2026-01-31 06:08:49,
U216,user216@mail.com,+22892772642,,Facebook,18/01/2026,15/01/2026,1521.07
U217,user217@mail.com,+22891676621,Ghana,Facebook,08/01/2026,10/01/2026,2261.01
U218,user218@mail.com,+22895191831,Ghana,Facebook,2026-01-01 01:53:49,05/01/2026,3223.43
U219,user219@mail.com,,  togo,facebook,21/01/2026,2026-01-28 10:07:02,
U220,user220@mail.com,+22898267158,  togo, whatsapp ,2026-01-14 05:22:13,09/01/2026,3084.89
U221,user221@mail.com,+22895951043,,Facebook,03/01/2026,2026-01-21 16:15:40,97.65
U222,user222@mail.com,+22897417252,, whatsapp ,12/01/2026,06/01/2026,3892.69
U223,user223@mail.com,+22891982997,BENIN,,2026-01-08 05:06:15,2026-01-09 17:52:50,
U224,user224@mail.com,+22894681115,,WhatsApp,06/01/2026,2026-01-24 22:22:58,1758.41
U225,user225@mail.com,+22893384080,,,10/01/2026,2026-01-08 19:14:01,
U226,user226@mail.com,+22894380011,Ghana,WhatsApp,2026-01-02 00:09:37,2026-01-05 03:54:33,1867.95
U227,user227@mail.com,+22897636992,BENIN,facebook,2026-01-06 23:27:50,2026-01-16 20:20:11,4448.0
U228,user228@mail.com,+22896986539,Ghana, whatsapp ,10/01/2026,24/01/2026,4825.92
U229,user229@mail.com,+22891543292,,facebook,21/01/2026,11/01/2026,3180.93
U230,user230@mail.com,+22892488575,BENIN, whatsapp ,2026-01-01 08:13:15,2026-01-12 08:50:06,
U231,user231@mail.com,+22898352113,, whatsapp ,13/01/2026,2026-01-16 18:41:48,
U232,user232@mail.com,,  togo,WhatsApp,09/01/2026,2026-01-13 05:46:04,465.52
U233,user233@mail.com,+22899098979,Ghana,,14/01/2026,2026-01-07 13:44:35,1326.32
U234,user234@mail.com,+22895723173,,,18/01/2026,2026-01-14 02:18:52,998.37
U235,user235@mail.com,+22891431773,  togo, whatsapp ,04/01/2026,2026-01-29 21:16:05,1855.1
U236,user236@mail.com,+22897399588,BENIN, whatsapp ,15/01/2026,2026-01-02 04:48:44,
U237,user237@mail.com,+22896767862,,facebook,2026-01-18 01:53:24,2026-01-14 17:43:55,1178.21
U238,user238@mail.com,+22896013906,  togo,,2026-01-19 16:51:36,20/01/2026,835.82
U239,user239@mail.com,+22894554926,,Facebook,14/01/2026,2026-01-20 08:20:58,435.14
U240,user240@mail.com,+22897666510,, whatsapp ,2026-01-01 22:39:37,14/01/2026,3791.89
U241,user241@mail.com,+22892681144,  togo,WhatsApp,18/01/2026,21/01/2026,
U242,user242@mail.com,+22897760781,,Facebook,13/01/2026,16/01/2026,1515.27
U243,user243@mail.com,+22895703436,  togo,facebook,2026-01-05 09:47:28,2026-01-11 08:46:26,
U244,user244@mail.com,+22898410774,,,12/01/2026,10/01/2026,4396.66
U245,user245@mail.com,+22891485669,Ghana,Facebook,2026-01-08 01:29:03,2026-01-23 06:17:23,3177.05
U246,user246@mail.com,+22893078241,,,2026-01-15 05:55:30,2026-01-12 11:10:53,3444.25
U247,,,,facebook,08/01/2026,2026-01-21 13:32:01,3411.0
U248,user248@mail.com,+22898954031,,Facebook,2026-01-08 08:38:51,23/01/2026,1743.55
U249,user249@mail.com,+22895227836,,,2026-01-13 18:06:00,2026-01-22 11:35:41,3422.07
U250,user250@mail.com,+22899082229,BENIN,WhatsApp,2026-01-09 20:45:57,07/01/2026,
U251,user251@mail.com,+22897779646,  togo,,16/01/2026,2026-01-13 23:02:37,949.58
U252,user252@mail.com,+22894730635,,,12/01/2026,22/01/2026,
U253,user253@mail.com,+22895339457,Ghana,,11/01/2026,2026-01-24 09:26:50,2927.85
U254,user254@mail.com,+22898780612,,,20/01/2026,04/01/2026,
U255,user255@mail.com,+22893529642,,,2026-01-15 04:20:55,2026-01-25 02:31:21,
U256,,+22891973306,Ghana,,2026-01-06 15:50:48,05/01/2026,2387.0
U257,,+22891078335,BENIN,Facebook,2026-01-11 16:12:01,2026-01-21 23:15:14,644.65
U258,user258@mail.com,+22897434909,  togo,Facebook,2026-01-10 09:29:46,2026-01-17 10:27:56,
U259,user259@mail.com,+22899223833,,Facebook,08/01/2026,01/01/2026,3960.64
U260,user260@mail.com,+22897294684,,,02/01/2026,27/01/2026,617.98
U261,user261@mail.com,+22895240244,  togo,WhatsApp,2026-01-14 21:06:42,20/01/2026,2557.92
U262,user262@mail.com,+22892975258,,facebook,2026-01-20 06:49:16,07/01/2026,
U263,user263@mail.com,+22899327450,,WhatsApp,08/01/2026,04/01/2026,
U264,user264@mail.com,+22899584991,BENIN,,08/01/2026,2026-01-04 05:55:02,3383.83
U265,user265@mail.com,+22898147013,  togo,Facebook,05/01/2026,2026-01-29 14:39:17,
U266,user266@mail.com,+22896749933,,WhatsApp,2026-01-13 22:54:30,2026-01-21 05:07:08,
U267,user267@mail.com,+22893674211,,,2026-01-15 05:39:24,2026-01-20 00:55:43,4458.81
U268,user268@mail.com,+22899104731,, whatsapp ,02/01/2026,2026-01-23 21:33:49,1119.92
U269,user269@mail.com,+22896675742,,Facebook,14/01/2026,22/01/2026,4460.31
U270,,+22891915467,, whatsapp ,16/01/2026,2026-01-08 10:17:03,1893.19
U271,user271@mail.com,+22894942645,, whatsapp ,03/01/2026,16/01/2026,2785.66
U272,user272@mail.com,+22891002847,,,2026-01-10 16:35:13,15/01/2026,2272.3
U273,user273@mail.com,+22898937865,,Facebook,04/01/2026,2026-01-27 20:51:18,531.61
U274,user274@mail.com,+22893754070,,Facebook,09/01/2026,2026-01-28 12:13:29,1689.67
U275,,+22897953658,,Facebook,2026-01-15 14:42:37,2026-01-05 15:00:33,2164.05
U276,user276@mail.com,+22899102253,Ghana,,19/01/2026,2026-01-13 21:38:38,1923.31
U277,user277@mail.com,+22895164755,BENIN, whatsapp ,2026-01-05 04:26:38,2026-01-24 16:19:53,3559.37
U278,user278@mail.com,+22894646403,BENIN,,2026-01-12 21:08:45,2026-01-31 05:32:34,577.03
U279,user279@mail.com,+22896909569,,,18/01/2026,01/01/2026,
U280,user280@mail.com,+22891949670,Ghana,WhatsApp,2026-01-09 04:53:03,10/01/2026,512.4
U281,user281@mail.com,+22894763253,Ghana,,2026-01-10 22:42:03,13/01/2026,64.83
U282,user282@mail.com,+22895216804,,facebook,21/01/2026,19/01/2026,967.49
U283,user283@mail.com,+22898529864,Ghana,facebook,17/01/2026,2026-01-18 08:08:10,1652.81
U284,,+22893597208,,Facebook,21/01/2026,26/01/2026,2626.98
U285,user285@mail.com,+22894084811,Ghana, whatsapp ,18/01/2026,29/01/2026,4751.54
U286,user286@mail.com,+22899900294,  togo,Facebook,2026-01-12 14:15:57,2026-01-30 19:15:02,4579.66
U287,user287@mail.com,+22892902100,BENIN,Facebook,2026-01-17 11:32:51,2026-01-16 01:18:57,411.73
U288,user288@mail.com,+22892609881,,,2026-01-01 20:04:13,25/01/2026,
U289,user289@mail.com,+22898302077,Ghana,Facebook,15/01/2026,2026-01-02 05:50:16,1138.23
U290,user290@mail.com,+22895339392,, whatsapp ,11/01/2026,01/01/2026,227.58
U291,user291@mail.com,+22892217848,BENIN,,2026-01-10 19:05:18,2026-01-15 12:25:52,2667.34
U292,user292@mail.com,+22893288101,,WhatsApp,2026-01-21 04:19:43,2026-01-31 23:41:23,
